692,262,920,262,920,290,692,290
685,350,927,350,927,390,685,390
555,400,1057,400,1057,437,555,437
927,485,1087,485,1087,517,927,517
935,525,1080,525,1080,555,935,555
102,532,302,532,302,565,102,565
97,570,305,570,305,602,97,602
70,607,332,607,332,640,70,640
985,710,1102,710,1102,742,985,742
980,747,1102,747,1102,777,980,777
464,789,614,769,624,839,473,859
957,785,1127,785,1127,815,957,815
357,821,765,831,760,1057,352,1047
212,987,322,987,322,1020,212,1020
215,1027,320,1027,320,1055,215,1055
840,1082,1007,1082,1007,1115,840,1115
840,1120,1007,1120,1007,1152,840,1152
