494,671,1207,694,1205,753,492,729
685,743,1562,711,1564,784,688,817
490,768,1559,762,1559,850,490,856
493,815,1559,812,1559,898,493,901
499,862,1553,859,1553,948,500,951
690,940,1222,946,1221,1000,690,993
693,987,1406,977,1407,1039,694,1048
709,1042,1113,1057,1111,1108,707,1093
1434,1053,1471,1053,1471,1081,1434,1081
1407,1084,1489,1070,1495,1101,1413,1115
1346,1096,1375,1096,1375,1121,1346,1121
713,1100,826,1114,820,1161,707,1147
1431,1103,1468,1103,1468,1134,1431,1134
1051,1115,1290,1103,1292,1150,1053,1162
712,1143,775,1143,775,1187,712,1187
1215,1146,1287,1146,1287,1187,1215,1187
712,1186,1123,1202,1121,1252,710,1236
1218,1187,1290,1187,1290,1234,1218,1234
1431,1200,1468,1200,1468,1231,1431,1231
1340,1248,1498,1219,1503,1246,1345,1275
713,1222,930,1240,926,1286,709,1267
1206,1231,1287,1231,1287,1268,1206,1268
1431,1253,1468,1253,1468,1281,1431,1281
713,1267,908,1280,905,1324,710,1310
1200,1271,1287,1271,1287,1312,1200,1312
1362,1316,1510,1283,1521,1329,1372,1362
712,1307,811,1312,809,1352,710,1347
1218,1309,1290,1309,1290,1356,1218,1356
712,1346,775,1346,775,1387,712,1387
1203,1350,1290,1350,1290,1396,1203,1396
694,1420,927,1436,924,1484,690,1468
694,1463,877,1478,873,1528,690,1513
1219,1504,1510,1480,1518,1570,1226,1594
694,1506,1009,1529,1005,1578,690,1555
694,1554,971,1572,968,1618,691,1600
