988,506,1181,536,1176,572,982,542
904,618,1232,669,1226,703,899,652
65,630,503,630,503,670,65,670
819,649,1306,723,1292,819,804,745
893,764,1201,806,1188,899,880,857
63,785,433,787,433,829,63,827
63,829,251,832,250,874,62,871
804,877,989,908,980,962,795,931
1051,913,1252,947,1248,974,1047,941
1046,946,1198,970,1193,997,1042,973
63,991,609,991,609,1033,63,1033
782,1083,845,1089,843,1116,780,1110
778,1109,919,1131,915,1157,774,1135
1002,1116,1217,1144,1209,1198,995,1170
1114,1161,1209,1175,1205,1200,1110,1187
1132,1415,1455,1415,1455,1467,1132,1467
