206,67,712,67,712,147,206,147
204,154,1291,160,1291,252,203,247
173,520,278,520,278,562,173,562
1216,564,1366,564,1366,616,1216,616
356,595,595,595,595,635,356,635
932,625,1106,625,1106,656,932,656
323,675,628,672,628,700,323,703
292,711,665,708,665,782,293,785
874,735,1167,735,1167,764,874,764
804,771,1237,774,1237,858,803,855
367,789,592,789,592,857,367,857
883,864,1160,864,1160,944,883,944
342,885,663,885,663,946,342,946
1045,977,1225,977,1225,1000,1045,1000
820,979,986,979,986,1026,820,1026
1045,1005,1181,1005,1181,1031,1045,1031
290,1110,667,1110,667,1164,290,1164
292,1120,339,1120,339,1136,292,1136
1028,1157,1221,1157,1221,1209,1028,1209
829,1162,885,1162,885,1183,829,1183
829,1185,956,1185,956,1209,829,1209
1132,1411,1453,1415,1452,1468,1131,1464
23,1436,288,1436,288,1457,23,1457
