94,370,880,395,873,588,88,563
464,396,736,396,736,476,464,476
188,671,720,676,719,818,187,814
52,748,80,748,80,1148,52,1148
328,825,553,836,550,882,326,871
148,1060,376,1060,376,1096,148,1096
467,1064,739,1058,740,1100,468,1105
152,1114,564,1121,563,1157,151,1151
640,1116,728,1116,728,1152,640,1152
156,1159,564,1164,563,1198,155,1193
700,1164,732,1164,732,1196,700,1196
148,1200,304,1200,304,1236,148,1236
668,1196,736,1196,736,1236,668,1236
304,1200,568,1204,567,1240,303,1235
164,1243,568,1248,567,1283,163,1278
704,1240,740,1240,740,1276,704,1276
148,1281,564,1287,563,1328,147,1322
712,1288,740,1288,740,1320,712,1320
152,1326,564,1336,563,1372,151,1362
648,1324,744,1324,744,1364,648,1364
152,1372,292,1372,292,1404,152,1404
660,1368,740,1368,740,1408,660,1408
312,1380,564,1380,564,1412,312,1412
148,1408,252,1408,252,1444,148,1444
644,1412,728,1412,728,1448,644,1448
367,1419,559,1419,559,1451,367,1451
156,1472,340,1472,340,1504,156,1504
124,1507,768,1512,767,1542,123,1537
124,1539,656,1544,655,1571,123,1567
124,1570,440,1576,439,1603,123,1597
124,1599,596,1608,595,1637,123,1628
124,1642,644,1648,643,1682,123,1677
120,1699,772,1713,771,1756,119,1742
132,1743,348,1752,347,1779,130,1770
396,1760,512,1760,512,1816,396,1816
176,1820,711,1820,711,1896,176,1896
124,1895,600,1900,599,1923,123,1919
124,1920,687,1920,687,1948,124,1948
124,1944,776,1944,776,1972,124,1972
148,1972,344,1972,344,1996,148,1996
124,1991,752,1996,751,2023,123,2019
144,2020,356,2020,356,2044,144,2044
503,2098,596,2124,581,2176,488,2150
188,2120,360,2120,360,2168,188,2168
