423,123,569,123,569,145,423,145
617,124,835,123,835,145,617,147
423,248,555,248,555,270,423,270
638,248,780,248,780,272,638,272
426,355,513,355,513,378,426,378
616,355,686,355,686,376,616,376
425,464,546,466,545,488,425,486
616,466,753,466,753,489,616,489
434,572,517,572,517,592,434,592
605,572,803,572,803,599,605,599
425,692,574,694,573,718,425,716
616,696,691,696,691,717,616,717
426,800,498,800,498,822,426,822
619,802,778,802,778,822,619,822
619,841,780,841,780,868,619,868
424,918,583,922,583,947,423,943
625,921,678,921,678,949,625,949
