190,212,295,232,288,270,183,250
540,238,772,225,775,276,543,289
206,263,275,280,270,298,201,281
563,281,754,273,755,306,564,315
214,416,265,431,259,449,209,435
380,512,920,463,929,562,389,611
526,612,785,586,788,616,529,642
430,668,878,622,881,651,433,698
531,696,781,671,783,694,533,719
443,782,842,736,846,766,447,812
225,793,254,806,248,821,219,808
867,802,946,794,948,813,869,822
869,822,944,812,946,829,871,838
869,837,944,828,946,844,871,854
871,854,944,844,946,860,873,869
345,868,456,856,458,876,347,887
352,886,447,872,450,892,355,906
350,903,449,890,452,910,353,922
368,921,432,911,435,928,370,937
209,970,270,1000,261,1017,200,987
580,1175,734,1153,738,1185,585,1207
212,1155,262,1180,253,1198,203,1173
