45,56,1177,56,1177,187,45,187
37,220,443,225,442,310,36,305
705,211,1175,227,1172,309,703,293
41,350,574,360,573,428,40,418
922,393,1170,393,1170,536,922,536
41,438,476,438,476,547,41,547
873,611,1170,611,1170,663,873,663
33,685,342,690,341,757,32,753
1087,693,1173,693,1173,750,1087,750
101,761,519,773,517,840,99,828
1087,776,1173,776,1173,832,1087,832
105,851,403,864,400,927,103,914
34,935,462,947,460,1013,32,1001
1087,948,1173,948,1173,1005,1087,1005
30,1023,391,1033,389,1099,28,1089
1091,1035,1173,1035,1173,1091,1091,1091
26,1113,648,1113,648,1185,26,1185
1061,1121,1173,1121,1173,1177,1061,1177
105,1197,499,1204,498,1271,104,1264
1087,1207,1173,1207,1173,1263,1087,1263
105,1290,525,1290,525,1357,105,1357
180,1372,862,1372,862,1439,180,1439
1061,1372,1173,1372,1173,1428,1061,1428
31,1443,302,1456,299,1523,28,1510
1087,1458,1173,1458,1173,1515,1087,1515
37,1565,432,1578,430,1643,35,1630
1087,1575,1173,1575,1173,1631,1087,1631
38,1644,365,1656,363,1722,35,1710
1087,1653,1173,1653,1173,1710,1087,1710
38,1723,262,1737,258,1801,34,1787
1087,1732,1173,1732,1173,1788,1087,1788
37,1803,421,1813,419,1879,36,1870
1095,1811,1170,1811,1170,1863,1095,1863
30,1935,1113,1935,1113,1983,30,1983
48,1991,1106,1991,1106,2040,48,2040
48,2051,765,2051,765,2100,48,2100
45,2171,1158,2171,1158,2227,45,2227
112,2231,1095,2231,1095,2283,112,2283
265,2293,937,2287,937,2339,266,2345
