787,193,1253,193,1253,278,787,278
612,297,1382,273,1387,416,616,440
666,669,752,683,746,718,660,704
950,700,1131,700,1131,759,950,759
825,910,1250,873,1257,948,832,984
275,955,576,963,574,1025,273,1016
1446,962,1634,962,1634,1015,1446,1015
935,991,1146,970,1149,999,937,1020
863,1040,1218,1003,1220,1027,865,1064
945,1064,1142,1042,1145,1062,947,1084
872,1127,1192,1090,1196,1120,875,1157
1211,1146,1271,1141,1273,1159,1212,1163
1211,1162,1259,1156,1260,1168,1212,1174
1246,1168,1275,1168,1275,1184,1246,1184
1212,1171,1246,1171,1246,1184,1212,1184
1211,1187,1262,1182,1263,1195,1212,1200
798,1201,887,1189,889,1207,800,1218
843,1209,878,1209,878,1221,843,1221
803,1215,828,1215,828,1225,803,1225
853,1221,878,1221,878,1234,853,1234
831,1225,853,1225,853,1237,831,1237
803,1228,828,1228,828,1240,803,1240
813,1240,868,1234,870,1251,815,1258
1346,1362,1734,1362,1734,1428,1346,1428
359,1371,515,1371,515,1421,359,1421
984,1449,1104,1426,1109,1451,989,1473
903,1825,1215,1825,1215,1893,903,1893
