388,68,2180,68,2180,196,388,196
200,580,352,580,352,596,200,596
652,584,712,584,712,600,652,600
296,632,348,632,348,660,296,660
79,635,251,635,251,687,79,687
288,660,348,660,348,672,288,672
104,684,228,684,228,708,104,708
676,688,888,688,888,744,676,744
284,740,412,740,412,752,284,752
707,744,859,740,860,771,708,776
280,796,332,796,332,808,280,808
100,856,248,856,248,872,100,872
308,876,436,876,436,892,308,892
116,884,176,884,176,912,116,912
812,881,900,885,899,900,811,895
816,900,896,900,896,912,816,912
308,908,364,908,364,920,308,920
612,908,764,908,764,944,612,944
632,944,748,944,748,968,632,968
320,948,388,948,388,992,320,992
204,952,260,952,260,964,204,964
176,972,264,972,264,1000,176,1000
180,1008,256,1008,256,1036,180,1036
608,1008,708,1008,708,1024,608,1024
396,1024,480,1024,480,1036,396,1036
608,1032,728,1032,728,1052,608,1052
359,1052,467,1046,468,1062,360,1067
608,1056,744,1056,744,1076,608,1076
360,1072,444,1072,444,1084,360,1084
2344,1068,2432,1068,2432,1108,2344,1108
608,1080,736,1080,736,1100,608,1100
356,1116,412,1116,412,1128,356,1128
2332,1116,2444,1116,2444,1148,2332,1148
1932,1176,2080,1176,2080,1200,1932,1200
1300,1188,1572,1188,1572,1212,1300,1212
1508,1252,1692,1252,1692,1272,1508,1272
347,1251,699,1251,699,1335,347,1335
1500,1272,1568,1272,1568,1284,1500,1284
1576,1272,1696,1272,1696,1284,1576,1284
1136,1280,1368,1280,1368,1344,1136,1344
1456,1312,1524,1312,1524,1340,1456,1340
1684,1316,1744,1316,1744,1332,1684,1332
2024,1332,2344,1332,2344,1416,2024,1416
1163,1339,1339,1339,1339,1375,1163,1375
1444,1360,1756,1360,1756,1392,1444,1392
1132,1416,1696,1424,1695,1447,1131,1440
2067,1415,2303,1415,2303,1459,2067,1459
1131,1439,1203,1432,1204,1447,1132,1455
1276,1436,1392,1436,1392,1452,1276,1452
1412,1444,1472,1444,1472,1456,1412,1456
1508,1448,1564,1448,1564,1456,1508,1456
1576,1444,1604,1444,1604,1456,1576,1456
1604,1444,1660,1444,1660,1456,1604,1456
1168,1456,1204,1456,1204,1468,1168,1468
1204,1456,1252,1456,1252,1468,1204,1468
1256,1456,1316,1456,1316,1468,1256,1468
