768,104,1181,92,1181,110,768,122
793,127,1290,108,1291,128,793,147
846,158,971,154,972,171,846,175
509,155,751,322,689,412,446,245
675,200,728,200,728,262,675,262
1346,218,1471,218,1471,265,1346,265
504,290,719,454,678,507,463,343
824,335,1426,311,1431,434,829,458
508,399,627,499,595,537,476,437
835,484,1414,461,1417,536,838,559
506,466,725,652,693,689,475,503
508,531,641,657,611,689,478,563
509,583,647,710,617,742,479,615
829,603,1159,587,1161,645,832,661
829,669,1452,642,1454,699,831,725
508,649,692,821,662,854,478,682
507,704,703,885,669,922,473,741
507,782,738,1004,708,1036,477,813
511,831,742,1053,711,1085,481,863
478,905,513,871,746,1113,711,1147
477,943,506,915,720,1139,691,1167
479,988,507,961,724,1185,696,1212
484,1036,514,1009,725,1240,696,1268
482,1078,509,1053,727,1286,700,1311
480,1120,511,1093,705,1315,675,1342
480,1167,509,1141,734,1395,704,1421
480,1207,509,1182,710,1410,681,1436
476,1251,507,1224,695,1442,664,1468
479,1292,507,1268,644,1430,615,1454
480,1353,510,1328,668,1519,638,1544
477,1403,508,1377,698,1604,667,1630
479,1438,510,1414,668,1620,637,1644
1039,1476,1234,1470,1235,1513,1041,1520
867,1535,1402,1510,1404,1562,869,1588
922,1590,1339,1563,1342,1611,926,1638
926,1636,1340,1615,1342,1662,928,1683
584,1675,645,1637,756,1816,695,1854
938,1686,1330,1667,1332,1713,941,1732
1165,1753,1453,1753,1453,1853,1165,1853
609,1780,640,1755,727,1864,696,1889
1204,1861,1408,1852,1411,1902,1206,1911
