734,193,1275,193,1275,284,734,284
459,280,1535,299,1533,414,457,395
871,534,1134,534,1134,584,871,584
846,587,1149,580,1150,645,847,651
707,790,782,803,777,833,702,820
958,819,1121,813,1123,865,960,871
1328,829,1672,833,1671,884,1327,881
356,833,603,837,602,890,355,886
353,881,603,881,603,943,353,943
1375,881,1623,893,1621,949,1372,936
845,1005,1226,971,1232,1041,851,1075
950,1080,1133,1060,1136,1083,953,1103
1350,1071,1653,1071,1653,1125,1350,1125
882,1120,1199,1084,1201,1107,884,1142
331,1096,628,1096,628,1153,331,1153
954,1140,1130,1121,1132,1141,956,1160
1334,1128,1665,1128,1665,1178,1334,1178
412,1159,543,1159,543,1206,412,1206
891,1201,1174,1169,1177,1193,894,1225
1190,1212,1246,1212,1246,1237,1190,1237
1190,1240,1228,1240,1228,1262,1190,1262
823,1262,902,1254,904,1271,825,1279
831,1275,859,1275,859,1284,831,1284
875,1281,896,1281,896,1290,875,1290
831,1284,853,1284,853,1296,831,1296
839,1300,864,1295,866,1306,841,1311
990,1480,1098,1463,1102,1485,994,1502
712,1671,1287,1671,1287,1734,712,1734
680,1731,1321,1728,1322,1784,681,1787
796,1787,1203,1787,1203,1853,796,1853
