101,92,216,92,216,114,101,114
101,133,646,133,646,162,101,162
937,182,991,182,991,206,937,206
87,185,172,182,173,208,88,212
682,184,787,184,787,209,682,209
89,226,464,226,464,253,89,253
725,224,787,228,785,254,723,249
969,226,988,226,988,454,969,454
89,256,476,256,476,280,89,280
726,253,787,260,785,285,724,278
89,287,498,287,498,310,89,310
735,284,787,291,784,315,732,308
89,317,483,317,483,342,89,342
735,315,787,321,784,345,732,339
89,346,542,346,542,369,89,369
734,345,787,350,784,374,732,369
89,376,521,376,521,401,89,401
735,374,787,379,784,404,732,399
89,407,498,407,498,432,89,432
735,404,788,411,784,435,732,428
89,437,526,437,526,464,89,464
735,434,787,441,784,465,732,459
89,466,163,466,163,489,89,489
961,466,991,466,991,489,961,489
735,465,787,471,784,496,732,490
89,496,398,496,398,523,89,523
744,494,788,502,784,527,739,519
101,537,596,537,596,560,101,560
89,575,162,575,162,599,89,599
657,574,762,576,761,604,656,602
942,575,993,575,993,599,942,599
91,620,148,626,146,650,88,644
689,621,761,621,761,645,689,645
956,621,991,621,991,643,956,643
89,658,195,658,195,685,89,685
711,658,761,658,761,685,711,685
98,695,167,697,166,724,97,721
719,695,761,695,761,722,719,722
91,733,146,733,146,755,91,755
711,733,761,733,761,760,711,760
956,733,991,733,991,755,956,755
91,770,118,770,118,792,91,792
711,770,761,770,761,797,711,797
87,815,628,817,628,844,87,843
89,854,337,854,337,880,89,880
