803,65,1196,65,1196,81,803,81
790,87,1215,87,1215,109,790,109
1012,106,1228,109,1228,131,1012,128
768,128,881,128,881,146,768,146
1221,218,1350,218,1350,265,1221,265
696,318,1302,314,1303,439,697,443
706,464,1290,468,1290,542,705,538
700,587,1031,587,1031,640,700,640
700,656,1331,656,1331,709,700,709
911,1487,1106,1483,1107,1529,912,1533
737,1537,1278,1537,1278,1587,737,1587
796,1590,1215,1590,1215,1640,796,1640
799,1643,1215,1640,1215,1686,800,1689
812,1693,1203,1693,1203,1737,812,1737
1037,1778,1328,1778,1328,1878,1037,1878
1078,1884,1284,1884,1284,1934,1078,1934
