1127,735,1210,735,1210,750,1127,750
980,767,1007,767,1007,782,980,782
985,777,1280,777,1280,797,985,797
980,802,1041,792,1044,808,982,818
1065,792,1270,798,1269,820,1064,814
1157,830,1265,830,1265,842,1157,842
980,832,1010,832,1010,850,980,850
1225,842,1262,842,1262,852,1225,852
978,852,1044,846,1046,862,980,868
1232,857,1262,857,1262,865,1232,865
978,870,1042,862,1044,878,980,886
982,885,1022,885,1022,900,982,900
980,937,1035,937,1035,950,980,950
980,952,1027,952,1027,967,980,967
980,970,1032,970,1032,985,980,985
980,1005,1002,1005,1002,1017,980,1017
45,1007,960,1007,960,1065,45,1065
980,1022,1045,1022,1045,1037,980,1037
982,1036,1038,1041,1037,1057,981,1051
982,1054,1025,1058,1024,1069,981,1065
45,1082,720,1082,720,1142,45,1142
980,1105,1022,1105,1022,1120,980,1120
977,1127,1020,1127,1020,1155,977,1155
1325,1161,1415,1165,1414,1179,1324,1176
1325,1172,1410,1175,1409,1190,1324,1187
45,1177,820,1177,820,1227,45,1227
1206,1225,1252,1221,1253,1234,1207,1238
1080,1230,1130,1230,1130,1242,1080,1242
1228,1234,1277,1228,1278,1242,1230,1247
42,1233,814,1230,815,1279,42,1282
1096,1240,1177,1233,1178,1248,1097,1255
1207,1235,1222,1235,1222,1245,1207,1245
1060,1237,1100,1237,1100,1252,1060,1252
1207,1267,1260,1267,1260,1280,1207,1280
1078,1277,1132,1274,1133,1298,1080,1301
1207,1280,1230,1280,1230,1290,1207,1290
1230,1280,1247,1280,1247,1287,1230,1287
1120,1285,1155,1285,1155,1297,1120,1297
42,1287,840,1287,840,1335,42,1335
1390,1330,1515,1330,1515,1347,1390,1347
984,1333,1052,1356,1040,1389,973,1365
42,1340,905,1340,905,1380,42,1380
1113,1352,1222,1344,1223,1363,1115,1372
1347,1362,1539,1359,1540,1379,1347,1381
1066,1391,1264,1374,1266,1391,1067,1407
42,1395,955,1395,955,1442,42,1442
45,1444,777,1450,777,1497,44,1490
