596,1436,696,1436,696,1484,596,1484
580,1492,712,1492,712,1528,580,1528
160,1556,316,1556,316,1580,160,1580
221,1640,283,1625,288,1644,225,1659
256,1716,588,1716,588,1804,256,1804
836,1776,1752,1776,1752,1916,836,1916
300,1808,544,1808,544,1852,300,1852
840,1972,2392,1972,2392,2112,840,2112
468,2032,612,2032,612,2052,468,2052
190,2050,343,2044,345,2083,192,2089
476,2056,608,2056,608,2080,476,2080
164,2100,384,2100,384,2144,164,2144
836,2148,2528,2148,2528,2260,836,2260
184,2156,352,2156,352,2192,184,2192
164,2236,292,2236,292,2252,164,2252
164,2272,312,2272,312,2292,164,2292
164,2308,336,2308,336,2328,164,2328
844,2308,2244,2308,2244,2416,844,2416
160,2348,320,2348,320,2368,160,2368
156,2376,388,2376,388,2400,156,2400
