728,88,1150,102,1149,120,727,105
1459,87,1506,87,1506,140,1459,140
693,108,1172,123,1171,144,693,129
931,135,1172,142,1171,160,930,154
647,138,766,144,765,162,646,156
1227,343,1472,168,1537,258,1291,433
1090,240,1218,240,1218,287,1090,287
573,316,1175,336,1171,459,568,439
1250,479,1462,319,1502,373,1291,532
582,463,1161,487,1158,562,578,537
1255,665,1475,485,1508,525,1287,705
1256,598,1389,492,1421,533,1289,639
575,582,904,593,902,649,573,638
1255,718,1395,605,1426,643,1285,756
575,648,1201,672,1199,728,573,703
1256,774,1403,651,1433,686,1285,809
1246,885,1459,704,1496,747,1283,928
1252,946,1454,765,1488,803,1286,984
1253,1004,1461,813,1495,850,1286,1040
1257,1067,1479,845,1514,879,1292,1101
1467,908,1500,940,1287,1158,1254,1127
1253,1181,1468,965,1501,998,1285,1214
1479,999,1515,1032,1292,1278,1255,1245
1254,1351,1342,1264,1376,1298,1289,1385
1374,1275,1408,1306,1288,1437,1254,1406
1432,1299,1469,1332,1292,1534,1254,1501
1376,1419,1414,1451,1292,1593,1254,1561
1414,1432,1448,1461,1287,1648,1253,1619
784,1472,979,1481,977,1527,782,1517
1475,1484,1535,1525,1426,1682,1366,1641
613,1515,1149,1541,1146,1591,610,1565
1372,1542,1405,1571,1288,1705,1254,1676
672,1570,1086,1588,1083,1640,670,1621
1474,1597,1511,1624,1432,1732,1395,1705
675,1621,1086,1640,1084,1685,673,1667
687,1672,1076,1690,1074,1736,685,1718
909,1771,1196,1771,1196,1871,909,1871
950,1872,1154,1880,1152,1932,948,1924
