234,100,392,16,435,96,277,181
888,254,1753,271,1751,372,886,355
732,426,1786,115,1946,654,892,966
1027,421,1755,414,1756,506,1028,513
344,520,636,520,636,608,344,608
328,636,680,636,680,724,328,724
1040,709,1904,716,1903,808,1039,801
200,836,386,730,434,814,248,920
1468,792,1584,792,1584,864,1468,864
213,938,392,826,424,876,244,988
1036,852,1940,852,1940,952,1036,952
2109,1114,2417,923,2471,1011,2164,1202
927,1114,1077,1022,1126,1102,977,1194
2241,1139,2406,1040,2433,1085,2268,1184
991,1179,1085,1125,1110,1168,1016,1222
1192,1204,1408,1204,1408,1360,1192,1360
2220,1260,2316,1260,2316,1304,2220,1304
2208,1308,2328,1308,2328,1344,2208,1344
1796,1376,1948,1376,1948,1400,1796,1400
676,1560,1507,1522,1514,1656,683,1694
126,1596,388,1437,441,1525,179,1684
1892,1532,2208,1532,2208,1612,1892,1612
166,1679,392,1538,424,1590,198,1731
1936,1616,2168,1616,2168,1660,1936,1660
886,1700,1515,1688,1517,1775,888,1786
2092,1832,2176,1832,2176,1848,2092,1848
862,1829,1503,1820,1504,1919,864,1928
1830,1848,1975,1843,1977,1881,1832,1886
2100,1856,2192,1856,2192,1876,2100,1876
1803,1896,2015,1891,2016,1933,1804,1938
1822,1948,1987,1941,1989,1979,1824,1986
560,1949,1536,1964,1535,2059,558,2044
1799,2023,1927,2019,1928,2039,1800,2044
1804,2056,1948,2056,1948,2076,1804,2076
1800,2091,1972,2091,1972,2111,1800,2111
728,2092,1504,2092,1504,2184,728,2184
1800,2128,1956,2128,1956,2152,1800,2152
1796,2156,2020,2156,2020,2180,1796,2180
74,2346,371,2158,419,2234,122,2422
168,2392,391,2252,424,2304,200,2444
2302,2528,2430,2455,2459,2505,2331,2560
968,2476,1100,2476,1100,2556,968,2556
