1072,412,1238,412,1238,454,1072,454
902,470,1408,470,1408,505,902,505
992,518,1334,518,1334,550,992,550
816,611,1360,611,1360,771,816,771
668,1392,803,1392,803,1414,668,1414
1043,1392,1219,1392,1219,1417,1043,1417
1289,1392,1459,1392,1459,1414,1289,1414
662,1430,1062,1430,1062,1459,662,1459
1151,1436,1503,1432,1504,1460,1152,1464
668,1477,1008,1481,1007,1504,668,1500
1155,1484,1260,1484,1260,1510,1155,1510
662,1523,979,1523,979,1555,662,1555
668,1571,956,1571,956,1596,668,1596
661,1613,802,1610,803,1638,662,1642
1203,1651,1235,1651,1235,1660,1203,1660
668,1660,838,1660,838,1683,668,1683
991,1779,1106,1775,1107,1799,992,1803
703,1802,1356,1798,1356,1820,704,1825
735,1826,1337,1822,1337,1843,736,1846
902,1843,1174,1843,1174,1865,902,1865
